	關卡類型	主關卡ID	次關卡ID	難度	前置關卡	背景編碼	ICON編碼	開放等級	消耗AP	次數限制	重置規則	戰力指標	時間限制	環境損傷	單人模式	特殊規則	場景編碼	配置編碼	音樂	BOSS進場音樂	BOSS戰音樂	隱藏要素	通關條件1	通關條件1參數	通關條件2	通關條件2參數	通關條件3	通關條件3參數	首破經驗	首破金幣	首破戰利品	獲得經驗	獲得金幣	獲得戰利品	獲得熟練度	BOSS介紹	路徑	開始時間	結束時間	起始版本	結束版本	名稱	說明	
532	1	5	3	2	522	bg_stage_005	icon_stage_005_003	0	8	-1	0	197698	0	15	0	0	stage01_0503_e1	stage01_0503_e1	BGM01,bgm_st_sky	null	null	2	1	0	2	300	3	30	1500	10000	1371	64	800	1361	40	null	-117,247.9,4,-12.6,247.9,90,226.1,0,127.4,-90,91.9,0,68.1	null	null	2.00.0000	null	STAGE_NAME_532	null	
542	1	5	4	2	532	bg_stage_005	icon_stage_005_004	0	8	-1	0	204626	0	15	0	0	stage01_0504_e1	stage01_0504_e1	BGM01,bgm_st_sky	null	null	2	1	0	2	300	3	30	1500	10000	1391	64	800	1381	40	null	122.2,-39.6,7,228,-39.6,90,50.9,0,160.1,-90,175.2,0,92.9,90,209.2,180,479.5,90,53.8	null	null	2.00.0000	null	STAGE_NAME_542	null	
552	1	5	5	2	542	bg_stage_005	icon_stage_005_005	0	8	-1	0	210653	0	15	0	0	stage01_0505_e1	stage01_0505_e1	BGM01,bgm_st_sky	null	null	3	1	0	2	300	3	30	1500	10000	1411	64	800	1401	40	null	473.7,189.2,5,579.9,189.2,90,182,0,148.4,-90,254.4,0,200.4,90,78.4	null	null	2.00.0000	null	STAGE_NAME_552	null	
562	1	5	6	2	552	bg_stage_005	icon_stage_005_006	0	8	-1	0	216729	0	15	0	0	stage01_0506_e1	stage01_0506_e1	BGM01,bgm_st_sky	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	0	1	0	2	300	3	30	1500	10000	1431	64	800	1421	40	VAVAMK2	694,-154.5,1,0,0,0,0	null	null	2.00.0000	null	STAGE_NAME_562	null	
811	1	8	1	1	562	bg_stage_008	icon_stage_008_001	0	8	-1	0	228212	0	15	0	0	stage01_0801_e1	stage01_0801_e1	BGM01,bgm_st_train	null	null	2	1	0	2	300	3	30	1500	10000	1451	64	800	1441	40	null	-665,-50,4,-665,44.2,180,233.4,90,162.5,0,253.4,90,48.8	null	null	2.04.0000	null	STAGE_NAME_811	null	
821	1	8	2	1	811	bg_stage_008	icon_stage_008_002	0	8	-1	0	234863	0	15	0	0	stage01_0802_e1	stage01_0802_e1	BGM01,bgm_st_train	null	null	3	1	0	2	300	3	30	1500	10000	1471	64	800	1461	40	null	-350,24,4,-350,-70,0,92.4,90,89,0,84,90,106.3	null	null	2.04.0000	null	STAGE_NAME_821	null	
831	1	8	3	1	821	bg_stage_008	icon_stage_008_003	0	8	-1	0	241668	0	15	0	0	stage01_0803_e1	stage01_0803_e1	BGM01,bgm_st_train	null	BGM01,bgm_st_mboss01	2	1	0	2	300	3	30	1500	10000	1491	64	800	1481	40	DSHARK	-50.00001,-243,4,57.9,-240.5,90,109.46,0,100.6,90,140.2,180,186.6	null	null	2.04.0000	null	STAGE_NAME_831	null	
841	1	8	4	1	831	bg_stage_008	icon_stage_008_004	0	8	-1	0	248542	0	15	0	0	stage01_0804_e1	stage01_0804_e1	BGM01,bgm_st_train	null	null	3	1	0	2	300	3	30	1500	10000	1511	64	800	1501	40	null	300,-58,2,193.2,-56.6,-90,143.2,180,153.1	null	null	2.04.0000	null	STAGE_NAME_841	null	
851	1	8	5	1	841	bg_stage_008	icon_stage_008_005	0	8	-1	0	255553	0	15	0	0	stage01_0805_e1	stage01_0805_e1	BGM01,bgm_st_train	null	null	3	1	0	2	300	3	30	1500	10000	1531	64	800	1521	40	null	50,191,6,157.4,191.6,90,163.3,180,64.8,90,126.7,0,441.6,90,196.9,180,132.1	null	null	2.04.0000	null	STAGE_NAME_851	null	
861	1	8	6	1	851	bg_stage_008	icon_stage_008_006	0	8	-1	0	262680	0	15	0	0	stage01_0806_e1	stage01_0806_e1	BGM01,bgm_st_train	null	BGM02,bgm_st_boss19	0	1	0	2	300	3	30	1500	10000	1551	64	800	1541	40	NAUTILUS	632,42,1,0,0,0,0	null	null	2.04.0000	null	STAGE_NAME_861	null	
612	1	6	1	2	861	bg_stage_006	icon_stage_006_001	0	8	-1	0	275792	0	15	0	0	stage01_0601_e1	stage01_0601_e1	BGM01,bgm_st_island	null	null	3	1	0	2	300	3	30	1500	10000	1571	64	800	1561	40	null	-658.7,-31.43,4,-552.2,-31.43,90,93.3,0,102.5,90,86.4,180,127.3	null	null	2.04.0000	null	STAGE_NAME_612	null	
622	1	6	2	2	612	bg_stage_006	icon_stage_006_002	0	8	-1	0	283294	0	15	0	0	stage01_0602_e1	stage01_0602_e1	BGM01,bgm_st_island	null	null	3	1	0	2	300	3	30	1500	10000	1591	64	800	1581	40	null	-378,91.5,7,-378,187.1,180,70.8,90,100.1,180,89.7,90,58.9,0,286.6,90,137.8,180,72.3	null	null	2.04.0000	null	STAGE_NAME_622	null	
632	1	6	3	2	622	bg_stage_006	icon_stage_006_003	0	8	-1	0	286360	0	15	0	0	stage01_0603_e1	stage01_0603_e1	BGM01,bgm_st_island	null	null	2	1	0	2	300	3	30	1500	10000	1611	64	800	1601	40	null	-89.08,224.1,4,18.3,224.1,90,97.2,0,230.2,-90,97.2,0,97.6	null	null	2.04.0000	null	STAGE_NAME_632	null	
642	1	6	4	2	632	bg_stage_006	icon_stage_006_004	0	8	-1	0	289719	0	15	0	0	stage01_0604_e1	stage01_0604_e1	BGM01,bgm_st_island	null	null	3	1	0	2	300	3	30	1500	10000	1631	64	800	1621	40	null	19.4,-198.7,8,-88.3,-198.7,-90,113.9,0,180.2,90,425.1,180,97.3,90,77.2,180,77.2,90,39,180,227.3	null	null	2.04.0000	null	STAGE_NAME_642	null	
652	1	6	5	2	642	bg_stage_006	icon_stage_006_005	0	8	-1	0	293223	0	15	0	0	stage01_0605_e1	stage01_0605_e1	BGM01,bgm_st_island	null	null	3	1	0	2	300	3	30	1500	10000	1651	64	800	1641	40	null	333.9,115.1,4,443.6,115.1,90,35.2,0,443.9,90,198.5,180,153.1	null	null	2.04.0000	null	STAGE_NAME_652	null	
662	1	6	6	2	652	bg_stage_006	icon_stage_006_006	0	8	-1	0	296752	0	15	0	0	stage01_0606_e1	stage01_0606_e1	BGM01,bgm_st_island	null	BGM01,bgm_st_mboss01	0	1	0	2	300	3	30	1500	10000	1671	64	800	1661	40	SONIC	671.7,-77.6,1,0,0,0,0	null	null	2.04.0000	null	STAGE_NAME_662	null	
911	1	9	1	1	662	bg_stage_009	icon_stage_009_001	0	8	-1	0	306825	0	15	0	0	stage01_0901_e1	stage01_0901_e1	BGM01,bgm_st_cyberspace	null	null	3	1	0	2	300	3	30	1500	10000	1691	64	800	1681	40	null	-623.6,236,4,-620.9,143,0,114.3,-90,137.2,0,55.3,90,203.7	null	null	3.00.0000	null	STAGE_NAME_911	null	
921	1	9	2	1	911	bg_stage_009	icon_stage_009_002	0	8	-1	0	310610	0	15	0	0	stage01_0902_e1	stage01_0902_e1	BGM01,bgm_st_cyberspace	null	null	2	1	0	2	300	3	30	1500	10000	1711	64	800	1701	40	null	-446,-23,7,-338.8,-19.9,90,35.7,180,181.5,90,102.2,0,293.2,-90,49.6,0,180.5,90,29.9	null	null	3.00.0000	null	STAGE_NAME_921	null	
931	1	9	3	1	921	bg_stage_009	icon_stage_009_003	0	8	-1	0	314397	0	15	0	0	stage01_0903_e1	stage01_0903_e1	BGM01,bgm_st_cyberspace	null	null	2	1	0	2	300	3	30	1500	10000	1731	64	800	1721	40	null	-117,-312,3,-119.5,-217.46,180,542.1,90,213,0,102.3	null	null	3.00.0000	null	STAGE_NAME_931	null	
941	1	9	4	1	931	bg_stage_009	icon_stage_009_004	0	8	-1	0	318269	0	15	0	0	stage01_0904_e1	stage01_0904_e1	BGM01,bgm_st_cyberspace	null	null	3	1	0	2	300	3	30	1500	10000	1751	64	800	1741	40	null	94,125.5,5,93.2,33.2,0,272,90,125,180,237.4,90,150.2,0,59	null	null	3.00.0000	null	STAGE_NAME_941	null	
951	1	9	5	1	941	bg_stage_009	icon_stage_009_005	0	8	-1	0	322126	0	15	0	0	stage01_0905_e1	stage01_0905_e1	BGM01,bgm_st_cyberspace	null	null	3	1	0	2	300	3	30	1500	10000	1771	64	800	1761	40	null	368,-156,6,475.6,-155.3,90,49,0,186,90,254.4,180,254.4,-90,70,180,54.7	null	null	3.00.0000	null	STAGE_NAME_951	null	
961	1	9	6	1	951	bg_stage_009	icon_stage_009_006	0	8	-1	0	326054	0	15	0	0	stage01_0906_e1	stage01_0906_e1	BGM01,bgm_st_cyberspace	null	BGM02,bgm_st_boss12	0	1	0	2	300	3	30	1500	10000	1791	64	800	1781	40	FF	704,60,1,0,0,0,0	null	null	3.00.0000	null	STAGE_NAME_961	null	
712	1	7	1	2	961	bg_stage_007	icon_stage_007_001	0	8	-1	0	337146	0	15	0	0	stage01_0701_e1	stage01_0701_e1	BGM01,bgm_st_forest	null	null	3	1	0	2	300	3	30	1500	10000	1811	64	800	1801	40	null	-625,235,4,-625,138,0,284.49,90,71.4,180,147.5,90,71.9	null	null	3.00.0000	null	STAGE_NAME_712	null	
722	1	7	2	2	712	bg_stage_007	icon_stage_007_002	0	8	-1	0	341424	0	15	0	0	stage01_0702_e1	stage01_0702_e1	BGM01,bgm_st_forest	null	null	3	1	0	2	300	3	30	1500	10000	1831	64	800	1821	40	null	-378,0,3,-272,0,90,35.7,180,168.7,90,31.5	null	null	3.00.0000	null	STAGE_NAME_722	null	
732	1	7	3	2	722	bg_stage_007	icon_stage_007_003	0	8	-1	0	345539	0	15	0	0	stage01_0703_e1	stage01_0703_e1	BGM01,bgm_st_forest	BGM01,bgm_ev_vava01	BGM02,bgm_st_boss08	2	1	0	2	300	3	30	1500	10000	1851	64	800	1841	40	null	-100,165,7,4,165,90,67.9,0,230.2,-90,97.2,0,312.5,90,75.7,180,148.4,90,28	null	null	3.00.0000	null	STAGE_NAME_732	null	
742	1	7	4	2	732	bg_stage_007	icon_stage_007_004	0	8	-1	0	349491	0	15	0	0	stage01_0704_e1	stage01_0704_e1	BGM01,bgm_st_forest	null	null	3	1	0	2	300	3	30	1500	10000	1871	64	800	1861	40	null	185,-227,5,291.1,-227,90,47.6,180,260,-90,123.5,180,133.7,90,77.2	null	null	3.00.0000	null	STAGE_NAME_742	null	
752	1	7	5	2	742	bg_stage_007	icon_stage_007_005	0	8	-1	0	353450	0	15	0	0	stage01_0705_e1	stage01_0705_e1	BGM01,bgm_st_forest	null	null	3	1	0	2	300	3	30	1500	10000	1891	64	800	1881	40	null	400,162,3,507.2,163,90,35.2,0,265.6,90,28.6	null	null	3.00.0000	null	STAGE_NAME_752	null	
762	1	7	6	2	752	bg_stage_007	icon_stage_007_006	0	8	-1	0	357501	0	15	0	0	stage01_0706_e1	stage01_0706_e1	BGM01,bgm_st_forest	null	null	0	1	0	2	300	3	30	1500	10000	1911	64	800	1901	40	CHAMELEON	675,-100,1,0,0,0,0	null	null	3.00.0000	null	STAGE_NAME_762	null	
1011	1	10	1	1	762	bg_stage_011	icon_stage_011_001	0	8	-1	0	365211	0	15	0	0	stage01_1001_e1	stage01_1001_e1	BGM02,bgm_st_volcano	null	null	2	1	0	2	300	3	30	1500	10000	1931	64	800	1921	40	null	-623.6,236,4,-620.9,143,0,114.3,-90,137.2,0,55.3,90,203.7	null	null	3.04.0000	null	STAGE_NAME_1011	null	
1021	1	10	2	1	1011	bg_stage_011	icon_stage_011_002	0	8	-1	0	369328	0	15	0	0	stage01_1002_e1	stage01_1002_e1	BGM02,bgm_st_volcano	null	null	2	1	0	2	300	3	30	1500	10000	1951	64	800	1941	40	null	-446,-23,7,-338.8,-19.9,90,35.7,180,181.5,90,102.2,0,293.2,-90,49.6,0,180.5,90,29.9	null	null	3.04.0000	null	STAGE_NAME_1021	null	
1031	1	10	3	1	1021	bg_stage_011	icon_stage_011_003	0	8	-1	0	373391	0	15	0	0	stage01_1003_e1	stage01_1003_e1	BGM02,bgm_st_volcano	null	null	2	1	0	2	300	3	30	1500	10000	1971	64	800	1961	40	null	-117,-312,3,-119.5,-217.46,180,542.1,90,213,0,102.3	null	null	3.04.0000	null	STAGE_NAME_1031	null	
1041	1	10	4	1	1031	bg_stage_011	icon_stage_011_004	0	8	-1	0	377530	0	15	0	0	stage01_1004_e1	stage01_1004_e1	BGM02,bgm_st_volcano	null	null	3	1	0	2	300	3	30	1500	10000	1991	64	800	1981	40	null	94,125.5,5,93.2,33.2,0,272,90,125,180,237.4,90,150.2,0,59	null	null	3.04.0000	null	STAGE_NAME_1041	null	
1051	1	10	5	1	1041	bg_stage_011	icon_stage_011_005	0	8	-1	0	381481	0	15	0	0	stage01_1005_e1	stage01_1005_e1	BGM02,bgm_st_volcano	null	null	3	1	0	2	300	3	30	1500	10000	2011	64	800	2001	40	null	368,-156,6,475.6,-155.3,90,49,0,186,90,254.4,180,254.4,-90,70,180,54.7	null	null	3.04.0000	null	STAGE_NAME_1051	null	
1061	1	10	6	1	1051	bg_stage_011	icon_stage_011_006	0	8	-1	0	385481	0	15	0	0	stage01_1006_e1	stage01_1006_e1	BGM02,bgm_st_volcano	null	BGM01,bgm_st_boss04	0	1	0	2	300	3	30	1500	10000	2031	64	800	2021	40	DRAGOON	704,60,1,0,0,0,0	null	null	3.04.0000	null	STAGE_NAME_1061	null	
812	1	8	1	2	1061	bg_stage_008	icon_stage_008_001	0	8	-1	0	393495	0	15	0	0	stage01_0801_e1	stage01_0801_e1	BGM01,bgm_st_train	null	null	2	1	0	2	300	3	30	1500	10000	2051	64	800	2041	40	null	-665,-50,4,-665,44.2,180,233.4,90,162.5,0,253.4,90,48.8	null	null	3.04.0000	null	STAGE_NAME_812	null	
822	1	8	2	2	812	bg_stage_008	icon_stage_008_002	0	8	-1	0	397572	0	15	0	0	stage01_0802_e1	stage01_0802_e1	BGM01,bgm_st_train	null	null	3	1	0	2	300	3	30	1500	10000	2071	64	800	2061	40	null	-350,24,4,-350,-70,0,92.4,90,89,0,84,90,106.3	null	null	3.04.0000	null	STAGE_NAME_822	null	
832	1	8	3	2	822	bg_stage_008	icon_stage_008_003	0	8	-1	0	401651	0	15	0	0	stage01_0803_e1	stage01_0803_e1	BGM01,bgm_st_train	null	BGM01,bgm_st_mboss01	2	1	0	2	300	3	30	1500	10000	2091	64	800	2081	40	DSHARK	-50.00001,-243,4,57.9,-240.5,90,109.46,0,100.6,90,140.2,180,186.6	null	null	3.04.0000	null	STAGE_NAME_832	null	
842	1	8	4	2	832	bg_stage_008	icon_stage_008_004	0	8	-1	0	405764	0	15	0	0	stage01_0804_e1	stage01_0804_e1	BGM01,bgm_st_train	null	null	3	1	0	2	300	3	30	1500	10000	2111	64	800	2101	40	null	300,-58,2,193.2,-56.6,-90,143.2,180,153.1	null	null	3.04.0000	null	STAGE_NAME_842	null	
852	1	8	5	2	842	bg_stage_008	icon_stage_008_005	0	8	-1	0	409880	0	15	0	0	stage01_0805_e1	stage01_0805_e1	BGM01,bgm_st_train	null	null	3	1	0	2	300	3	30	1500	10000	2131	64	800	2121	40	null	50,191,6,157.4,191.6,90,163.3,180,64.8,90,126.7,0,441.6,90,196.9,180,132.1	null	null	3.04.0000	null	STAGE_NAME_852	null	
862	1	8	6	2	852	bg_stage_008	icon_stage_008_006	0	8	-1	0	413992	0	15	0	0	stage01_0806_e1	stage01_0806_e1	BGM01,bgm_st_train	null	BGM02,bgm_st_boss19	0	1	0	2	300	3	30	1500	10000	2151	64	800	2141	40	NAUTILUS	632,42,1,0,0,0,0	null	null	3.04.0000	null	STAGE_NAME_862	null	
1111	1	11	1	1	862	bg_stage_010	icon_stage_010_001	0	8	-1	0	418317	0	15	0	0	stage01_1101_e1	stage01_1101_e1	BGM01,bgm_st_desert	null	null	3	1	0	2	300	3	30	1500	10000	2171	64	800	2161	40	null	-639.15,122.5,5,-639.15,218.2,180,108,90,156.1,0,232.2,90,201.8,0,96.9	null	null	3.11.0000	null	STAGE_NAME_1111	null	
1121	1	11	2	1	1111	bg_stage_010	icon_stage_010_002	0	8	-1	0	422055	0	15	0	0	stage01_1102_e1	stage01_1102_e1	BGM01,bgm_st_desert	null	null	3	1	0	2	300	3	30	1500	10000	2191	64	800	2181	40	null	-285.2,-97.4,7,-285.2,-192.3,0,216.7,90,357.4,-180,77.8,-90,120.3,-180,233.3,-90,71.5,-180,253.6	null	null	3.11.0000	null	STAGE_NAME_1121	null	
1131	1	11	3	1	1121	bg_stage_010	icon_stage_010_003	0	8	-1	0	425807	0	15	0	0	stage01_1103_e1	stage01_1103_e1	BGM01,bgm_st_desert	null	null	2	1	0	2	300	3	30	1500	10000	2211	64	800	2201	40	SHURIKEN	-117,247.9,4,-12.6,247.9,90,226.1,0,127.4,-90,91.9,0,68.1	null	null	3.11.0000	null	STAGE_NAME_1131	null	
1141	1	11	4	1	1131	bg_stage_010	icon_stage_010_004	0	8	-1	0	429577	0	15	0	0	stage01_1104_e1	stage01_1104_e1	BGM01,bgm_st_desert	null	null	3	1	0	2	300	3	30	1500	10000	2231	64	800	2221	40	null	122.2,-39.6,7,228,-39.6,90,50.9,0,160.1,-90,175.2,0,92.9,90,209.2,180,479.5,90,53.8	null	null	3.11.0000	null	STAGE_NAME_1141	null	
1151	1	11	5	1	1141	bg_stage_010	icon_stage_010_005	0	8	-1	0	433375	0	15	0	0	stage01_1105_e1	stage01_1105_e1	BGM01,bgm_st_desert	null	null	3	1	0	2	300	3	30	1500	10000	2251	64	800	2241	40	null	473.7,189.2,5,579.9,189.2,90,182,0,148.4,-90,254.4,0,200.4,90,78.4	null	null	3.11.0000	null	STAGE_NAME_1151	null	
1161	1	11	6	1	1151	bg_stage_010	icon_stage_010_006	0	8	-1	0	437151	0	15	0	0	stage01_1106_e1	stage01_1106_e1	BGM01,bgm_st_desert	null	BGM02,bgm_st_boss12	0	1	0	2	300	3	30	1500	10000	2271	64	800	2261	40	BB	694,-154.5,1,0,0,0,0	null	null	3.11.0000	null	STAGE_NAME_1161	null	
912	1	9	1	2	1161	bg_stage_009	icon_stage_009_001	0	8	-1	0	440979	0	15	0	0	stage01_0901_e1	stage01_0901_e1	BGM01,bgm_st_cyberspace	null	null	3	1	0	2	300	3	30	1500	10000	2291	64	800	2281	40	null	-623.6,236,4,-620.9,143,0,114.3,-90,137.2,0,55.3,90,203.7	null	null	3.11.0000	null	STAGE_NAME_912	null	
922	1	9	2	2	912	bg_stage_009	icon_stage_009_002	0	8	-1	0	444809	0	15	0	0	stage01_0902_e1	stage01_0902_e1	BGM01,bgm_st_cyberspace	null	null	2	1	0	2	300	3	30	1500	10000	2311	64	800	2301	40	null	-446,-23,7,-338.8,-19.9,90,35.7,180,181.5,90,102.2,0,293.2,-90,49.6,0,180.5,90,29.9	null	null	3.11.0000	null	STAGE_NAME_922	null	
932	1	9	3	2	922	bg_stage_009	icon_stage_009_003	0	8	-1	0	448613	0	15	0	0	stage01_0903_e1	stage01_0903_e1	BGM01,bgm_st_cyberspace	null	null	2	1	0	2	300	3	30	1500	10000	2331	64	800	2321	40	null	-117,-312,3,-119.5,-217.46,180,542.1,90,213,0,102.3	null	null	3.11.0000	null	STAGE_NAME_932	null	
942	1	9	4	2	932	bg_stage_009	icon_stage_009_004	0	8	-1	0	452495	0	15	0	0	stage01_0904_e1	stage01_0904_e1	BGM01,bgm_st_cyberspace	null	null	3	1	0	2	300	3	30	1500	10000	2351	64	800	2341	40	null	94,125.5,5,93.2,33.2,0,272,90,125,180,237.4,90,150.2,0,59	null	null	3.11.0000	null	STAGE_NAME_942	null	
952	1	9	5	2	942	bg_stage_009	icon_stage_009_005	0	8	-1	0	456329	0	15	0	0	stage01_0905_e1	stage01_0905_e1	BGM01,bgm_st_cyberspace	null	null	3	1	0	2	300	3	30	1500	10000	2371	64	800	2361	40	null	368,-156,6,475.6,-155.3,90,49,0,186,90,254.4,180,254.4,-90,70,180,54.7	null	null	3.11.0000	null	STAGE_NAME_952	null	
962	1	9	6	2	952	bg_stage_009	icon_stage_009_006	0	8	-1	0	460225	0	15	0	0	stage01_0906_e1	stage01_0906_e1	BGM01,bgm_st_cyberspace	null	BGM02,bgm_st_boss12	0	1	0	2	300	3	30	1500	10000	2391	64	800	2381	40	FF	704,60,1,0,0,0,0	null	null	3.11.0000	null	STAGE_NAME_962	null	
1211	1	12	1	1	962	bg_stage_013	icon_stage_013_001	0	8	-1	0	474623	0	15	0	0	stage01_1201_e1	stage01_1201_e1	BGM02,bgm_st_electric	null	null	2	1	0	2	300	3	30	1500	10000	2411	64	800	2401	40	null	-658.7,-31.43,4,-552.2,-31.43,90,93.3,0,102.5,90,86.4,180,127.3	null	null	4.06.0000	null	STAGE_NAME_1211	null	
1221	1	12	2	1	1211	bg_stage_013	icon_stage_013_002	0	8	-1	0	478093	0	15	0	0	stage01_1202_e1	stage01_1202_e1	BGM02,bgm_st_electric	null	null	2	1	0	2	300	3	30	1500	10000	2431	64	800	2421	40	null	-378,91.5,7,-378,187.1,180,70.8,90,100.1,180,89.7,90,58.9,0,286.6,90,137.8,180,72.3	null	null	4.06.0000	null	STAGE_NAME_1221	null	
1231	1	12	3	1	1221	bg_stage_013	icon_stage_013_003	0	8	-1	0	481720	0	15	0	0	stage01_1203_e1	stage01_1203_e1	BGM02,bgm_st_electric	null	null	2	1	0	2	300	3	30	1500	10000	2451	64	800	2441	40	CHOP	-89.08,224.1,4,18.3,224.1,90,97.2,0,230.2,-90,97.2,0,97.6	null	null	4.06.0000	null	STAGE_NAME_1231	null	
1241	1	12	4	1	1231	bg_stage_013	icon_stage_013_004	0	8	-1	0	485372	0	15	0	0	stage01_1204_e1	stage01_1204_e1	BGM02,bgm_st_electric	null	null	2	1	0	2	300	3	30	1500	10000	2471	64	800	2461	40	null	19.4,-198.7,8,-88.3,-198.7,-90,113.9,0,180.2,90,425.1,180,97.3,90,77.2,180,77.2,90,39,180,227.3	null	null	4.06.0000	null	STAGE_NAME_1241	null	
1251	1	12	5	1	1241	bg_stage_013	icon_stage_013_005	0	8	-1	0	489107	0	15	0	0	stage01_1205_e1	stage01_1205_e1	BGM02,bgm_st_electric	null	null	3	1	0	2	300	3	30	1500	10000	2491	64	800	2481	40	null	333.9,115.1,4,443.6,115.1,90,35.2,0,443.9,90,198.5,180,153.1	null	null	4.06.0000	null	STAGE_NAME_1251	null	
1261	1	12	6	1	1251	bg_stage_013	icon_stage_013_006	0	8	-1	0	492930	0	15	0	0	stage01_1206_e1	stage01_1206_e1	BGM02,bgm_st_electric	null	null	0	1	0	2	300	3	30	1500	10000	2511	64	800	2501	40	MAMMOTH	671.7,-77.6,1,0,0,0,0	null	null	4.06.0000	null	STAGE_NAME_1261	null	
1012	1	10	1	2	1261	bg_stage_011	icon_stage_011_001	0	8	-1	0	496756	0	15	0	0	stage01_1001_e1	stage01_1001_e1	BGM02,bgm_st_volcano	null	null	2	1	0	2	300	3	30	1500	10000	2531	64	800	2521	40	null	-654,96,5,-654,192,180,103.3,90,171.9,0,298.1,90,191.2,-180,132.9	null	null	4.06.0000	null	STAGE_NAME_1012	null	
1022	1	10	2	2	1012	bg_stage_011	icon_stage_011_002	0	8	-1	0	500377	0	15	0	0	stage01_1002_e1	stage01_1002_e1	BGM02,bgm_st_volcano	null	null	2	1	0	2	300	3	30	1500	10000	2551	64	800	2541	40	null	-290,223,4,-185.1,223,90,146.4,0,125.6,-90,109,0,156.1	null	null	4.06.0000	null	STAGE_NAME_1022	null	
1032	1	10	3	2	1022	bg_stage_011	icon_stage_011_003	0	8	-1	0	504067	0	15	0	0	stage01_1003_e1	stage01_1003_e1	BGM02,bgm_st_volcano	null	null	2	1	0	2	300	3	30	1500	10000	2571	64	800	2561	40	null	-146,-152,5,-146,-245.6,0,60.7,90,163.9,180,105.9,90,135.1,180,120.9	null	null	4.06.0000	null	STAGE_NAME_1032	null	
1042	1	10	4	2	1032	bg_stage_011	icon_stage_011_004	0	8	-1	0	507776	0	15	0	0	stage01_1004_e1	stage01_1004_e1	BGM02,bgm_st_volcano	null	null	3	1	0	2	300	3	30	1500	10000	2591	64	800	2581	40	null	145,16,5,145,112.5,180,188.4,90,57.9,0,102.1,90,241.8,0,181.1	null	null	4.06.0000	null	STAGE_NAME_1042	null	
1052	1	10	5	2	1042	bg_stage_011	icon_stage_011_005	0	8	-1	0	511712	0	15	0	0	stage01_1005_e1	stage01_1005_e1	BGM02,bgm_st_volcano	null	null	3	1	0	2	300	3	30	1500	10000	2611	64	800	2601	40	null	443,-78,6,550.1,-78,90,62.6,0,155,-90,288.7,0,42.9,90,377.3,180,290.9	null	null	4.06.0000	null	STAGE_NAME_1052	null	
1062	1	10	6	2	1052	bg_stage_011	icon_stage_011_006	0	8	-1	0	515686	0	15	0	0	stage01_1006_e1	stage01_1006_e1	BGM02,bgm_st_volcano	null	BGM01,bgm_st_boss04	0	1	0	2	300	3	30	1500	10000	2631	64	800	2621	40	DRAGOON	694,115,1,0,0,0,0	null	null	4.06.0000	null	STAGE_NAME_1062	null	
1311	1	13	1	1	1062	bg_stage_014	icon_stage_014_001	0	8	-1	0	519650	0	15	0	0	stage01_1301_e1	stage01_1301_e1	BGM02,bgm_st_snow	null	null	3	1	0	2	300	3	30	1500	10000	2651	64	800	2641	40	null	-625,235,4,-625,138,0,284.49,90,71.4,180,147.5,90,71.9	null	null	4.14.0000	null	STAGE_NAME_1311	null	
1321	1	13	2	1	1311	bg_stage_014	icon_stage_014_002	0	8	-1	0	523652	0	15	0	0	stage01_1302_e1	stage01_1302_e1	BGM02,bgm_st_snow	null	null	3	1	0	2	300	3	30	1500	10000	2671	64	800	2661	40	null	-378,0,3,-272,0,90,35.7,180,168.7,90,31.5	null	null	4.14.0000	null	STAGE_NAME_1321	null	
1331	1	13	3	1	1321	bg_stage_014	icon_stage_014_003	0	8	-1	0	527652	0	15	0	0	stage01_1303_e1	stage01_1303_e1	BGM02,bgm_st_snow	null	null	2	1	0	2	300	3	30	1500	10000	2691	64	800	2681	40	KILLER	-100,165,7,4,165,90,67.9,0,230.2,-90,97.2,0,312.5,90,75.7,180,148.4,90,28	null	null	4.14.0000	null	STAGE_NAME_1331	null	
1341	1	13	4	1	1331	bg_stage_014	icon_stage_014_004	0	8	-1	0	531741	0	15	0	0	stage01_1304_e1	stage01_1304_e1	BGM02,bgm_st_snow	null	null	3	1	0	2	300	3	30	1500	10000	2711	64	800	2701	40	null	185,-227,5,291.1,-227,90,47.6,180,260,-90,123.5,180,133.7,90,77.2	null	null	4.14.0000	null	STAGE_NAME_1341	null	
1351	1	13	5	1	1341	bg_stage_014	icon_stage_014_005	0	8	-1	0	535763	0	15	0	0	stage01_1305_e1	stage01_1305_e1	BGM02,bgm_st_snow	null	null	3	1	0	2	300	3	30	1500	10000	2731	64	800	2721	40	null	400,162,3,507.2,163,90,35.2,0,265.6,90,28.6	null	null	4.14.0000	null	STAGE_NAME_1351	null	
1361	1	13	6	1	1351	bg_stage_014	icon_stage_014_006	0	8	-1	0	539875	0	15	0	0	stage01_1306_e1	stage01_1306_e1	BGM02,bgm_st_snow	null	BGM02,bgm_st_boss12	0	1	0	2	300	3	30	1500	10000	2751	64	800	2741	40	SHIELDFF	675,-100,1,0,0,0,0	null	null	4.14.0000	null	STAGE_NAME_1361	null	
